ccl4_10w_vs_ccl4_6w_a2b	ccl4_10w_vs_ccl4_6w_b2a	ccl4_10w_vs_ctrl_10w_a2b	ccl4_10w_vs_ctrl_10w_b2a	ccl4_18w_vs_ccl4_10w_a2b	ccl4_18w_vs_ccl4_10w_b2a	ccl4_18w_vs_ccl4_6w_a2b	ccl4_18w_vs_ccl4_6w_b2a	ccl4_18w_vs_ctrl_18w_a2b	ccl4_18w_vs_ctrl_18w_b2a	ccl4_6w_vs_ctrl_6w_a2b	ccl4_6w_vs_ctrl_6w_b2a	ctrl_10w_vs_ctrl_6w_a2b	ctrl_10w_vs_ctrl_6w_b2a	ctrl_18w_vs_ctrl_10w_a2b	ctrl_18w_vs_ctrl_10w_b2a	ctrl_18w_vs_ctrl_6w_a2b	ctrl_18w_vs_ctrl_6w_b2a
		1.98				0.1		0.62		-0.46							
		-2.74				0.1		0.62		-0.61							
		-0.64				3.44		1.5		-1.94							
		-1.25				-1.11		2.15		0							
		1.69				2.53		-1.12		-0.16							
		3.21				-1.06		-1.02		1.45							
		0.67				1.22		0		0							
		0.67				-0.5		-0.06		1.29							
		-0.55				-0.89		0		0.11							
		1.62				-0.56		0		-1.14							
		-0.29				0.4		1.14		0							
		1.62				-1.28		-0.35		0							
		-1.25				1.28		0.6		0							
		3.63				1.53		0.62		-1.42							
		-2.79				0.2		-0.19		1.29							
		0.68				1.72		3.28		2.89							
		-1.3				1.72		-3.68		0.5							
		0				0.38		0.62		0.5							
		0.73				3.3		0.67		-0.25							
		0				-2.4		0.6		1.29							
		1.96				0.4		-1.07		0.5							
		0.04				1.12		0.69		1.5							
		2.48				-1.15		2.39		3.42							
		0				1.08		-0.06		-1.88							
		-3.43				-3.06		1.92		-0.46							
		2.14				0		2.35		1.15							
		1.18				-3.87		1.66		-1.42							
		0				0		-0.06		-0.21							
		0				0.58		-2.54		0							
		-1.25				0.58		3.89		1.87							
		0				-1.18		1.61		0							
		0				3.55		1.26		2.6							
		0				2.55		1.49		-1.86							
		0				0		2.33		0.5							
		0.11				0.68		-0.48		-0.46							
		0				1.85		-0.06		-1.42							
		0				-0.56		-2.67		2.61							
		0				0		1.74		0							
		0				0		0.62		-2.9							
		2.21				1.06		1.51		3.74							
		0				0.4		1.21		0.5							
		0				1.06		2.43		-0.19							
		0.16				0.73		0		1.09							
		-0.11				1.08		0.62		-1.42							
		0				0.11		-0.06		2.87							
		0				1.14		-3.26		-1.42							
		-1.16				-1.71		1.44		1.88							
		0				1.13		0		0							
		1.74				0		1.11		1.41							
		-1.78				1.79		0.36		0.33							
		1.6				0		2.74		-0.72							
		0				4.6		-0.06		2.07							
		-2.69				0.85		0.9		3.1							
		1.27				-0.56		2.42		-1.42							
		0.67				-2.17		0		0							
		-1.7						1.1		-0.08							
		2.02						-0.06		0							
		1.7						-0.27		-2.34							
		1.4						1.7		0.5							
		0.18						1.07		0.5							
		2.08						1.3		0							
		2.08						-1.67		0							
		1.35						0.6		1.87							
		-1.76						-0.18		0.5							
		2.84						0		0							
		3.55						-0.93		-2.89							
		1.07						0.18		0							
		0						-1.02		-1.42							
		0.67						0		0							
		0						0.32		-0.46							
		-2.17						0.62		0.5							
		-2.17						-0.6		0							
		-2.14						0		0							
		0						-0.06		0							
		-2.16						0.62		0							
		-0.29						-0.06		0.67							
		0						-1.94		1.28							
		0						-0.1		1.87							
		1.55						0		0.81							
		0						-1.02		-0.97							
		3.06						0.8		1.55							
		-2.79						1.1		0							
		3.51						2.45		1.02							
		0						-0.34		0.5							
		0						1.69		0.5							
		1.4						-0.06		3.29							
		0						1.49		-0.51							
		0						-2.62		-1.24							
		-2.75						-0.4		-0.91							
		0.67						-0.06		0							
		-2.1						1.26		2.38							
		0						1.06		0.5							
		-0.29						1.45		0.47							
		0.67						1.5		-2.93							
		-0.13						0.6		-0.87							
		-1.25						1.32		1.34							
		0.4						1.74		1.87							
		-1.25						-0.43		0.74							
		-0.66						4.06		-0.23							
		0						0.02		-2.21							
		0						0.29		0							
		1.62						1.63		0							
		0						1.63		-1.42							
		0						-0.06		0.5							
		1.62						0		-0.76							
		-2.11						0.79		0.6							
		0.67						-0.06		-3.62							
		-0.37						-2.33		-3.62							
		1.77						0		0.5							
		0						-0.76		0.73							
		-0.54						-4.99		0							
		-1.25						-1.85		-1.42							
		0.67						1.39		-1.38							
		0.67						0		-3.86							
		0.29						-0.06		1.87							
		1.08						-0.06		1.71							
		0.67						1.2		0.5							
		1.07						-1.13		2.11							
		0						-0.98		-0.72							
		-0.65						-0.98		0							
		1.78						1.78		-3.89							
		2.18						0.62		-1.63							
		2.18						1.18		-2.93							
		0						-1.74		-2.35							
		-1.46						-4.42		2.3							
		2.08						-3.63		-0.76							
		0						1.83		0.5							
		-2.18						-0.37		0							
		0.16						0.3		3.89							
		1.62						-3.26		0							
		3.5						-0.01		0.5							
		0						0		0.57							
		1.55						0.36		-0.46							
		-1.25						2.42		0.5							
		0						1.1		2.22							
		0						1.1		2.08							
		-2.1						1.25		0							
		0						1.38		-2.26							
		-3.16						-1.9		0							
		0						0.77		2.06							
		0						0.03		-0.45							
		4.26						-0.81		0.35							
		0						-1.02		-1.38							
		0						-0.57		1.68							
		-1.21						-0.06		1.28							
		-2.71						-0.06		-2.35							
		2.76						0.94		-0.69							
		0.67						0		-1.01							
		-1.25						0		0.5							
		-0.05						-0.74		0							
		-1.2						-0.06		-1.17							
		1.52						2.86		0							
		0						0		-4.43							
		-0.23						-1.28		0.5							
		2.27						0		0							
		1.36						0		1.33							
		0.68						-1.74									
		1.4						3.65									
		0						1.32									
		0.5						2.34									
		-1.97						-0.49									
		-0.29						-2.57									
		3.71						1.5									
		0						0.77									
		1.55						-0.77									
		1.5						-4.41									
		-0.27						-0.32									
		1.62						2.2									
		0.67						4.11									
		-1.25						1.09									
		0.67						0.61									
		2.2						1.1									
		0.49						3.48									
		-3.46						-1.74									
		-0.74						-1.02									
		-1.11						1.37									
		3.04						4.01									
		0.67						0.62									
		2.02						-1.95									
		-0.29						2.63									
		5.03						2.63									
		-2.44						4.15									
		0						-0.33									
		0						0.37									
		3.84						0.77									
		0						0.83									
		0.25						0									
		0.67						-3.26									
		0						-1.17									
		2.06						-1.31									
		-0.4						2.62									
		0.67						0.34									
		0						-0.06									
		-0.38						-0.06									
		0.31						0.71									
		0.73						-0.06									
		2.36						1.63									
		0						-1.74									
		-0.46						-1.74									
		0.55						0.23									
		0						0.4									
		1.66						2.47									
		0.67						-0.06									
		-1.25						-2.95									
		0						-0.16									
		2.18						3.58									
		1.4						-1.74									
		-1.17						-1.02									
		0.75						3.18									
		-3						-1.02									
		0						1.9									
		0						0.93									
		3.09						4.34									
		0						1.36									
		-0.71						0									
		0.92						1.18									
		1.64						-2.42									
		-1.87						1.61									
		1.26						-0.68									
		-0.61						-0.64									
		-0.35						-0.06									
		1.6						0.67									
		-0.58						2.13									
		-2.74						0									
		-2.78						0.67									
		0.68						3.58									
		-2.1						1.11									
		0.7						1.24									
		-2.2						0.01									
		0						1.09									
		-1.25						-1.93									
		-0.26						0.54									
		1.62						0									
		2.96						1.9									
		3.43						-1.23									
		3.28						0.22									
		0.53						-1.29									
		-1.25						3.21									
		0.3						3.18									
		0.67						3.72									
		-1.15						-0.72									
		1.69						-0.62									
		0						3.49									
		1.55						1.52									
		0.4						0.92									
		-2.2						0									
		0.67						2.06									
		2.79						-1.96									
		1.98						-1.47									
		2.05						0.08									
		2.91						2.78									
		1.18						-1.21									
		0.67						1.51									
		-1.25						1.51									
		-1.25						1.56									
		0						1.13									
		0						1.09									
		0.24						-0.06									
		-2.2						0.64									
		-1.25						1.1									
		0.68						-0.06									
		-0.29						1.92									
		-0.29						-0.06									
		0						1.24									
		-3.16						0									
		-2.11						-0.73									
		0.06						-1.94									
		0						-0.06									
		0.67						1.06									
		0						4.35									
		-2.73						-1.87									
		0						-0.06									
		1.65						-0.06									
		0						0.62									
		-4.97						2.18									
		-0.29						3.98									
		0.68						0									
		0						0									
		-0.64						-0.3									
		-1.18						-2.22									
		1.41						-1.15									
		0						1.06									
		2.21						-0.56									
		-2.76						1.57									
		-1.75						1.46									
		0						-0.65									
		-2.71						0									
		0.98						-2.57									
		-2.17						2.76									
		-1.62						-1.74									
		-0.23						0.28									
		1.07						0.08									
		0.67						-1.52									
		3.85						0.41									
		-3.19						0.86									
		0.29						0.08									
		-0.34						-2.47									
		-0.29						4.24									
		1.72						-2.84									
		2.25						1.26									
		-1.92						0									
		-3						1.74									
		0						0.62									
		0.67						1.9									
		0						0.29									
		-0.36						-3.95									
		1.43						-1.18									
		-0.73						0.67									
		-1.17						0.77									
		3.19						0									
		1.14						-0.06									
		1.29						-0.06									
		2.8						1.97									
		0						2.4									
		0						4.15									
		0						-1.7									
		-1.25						-0.8									
		0						2.37									
		0						-2.67									
		-2.74						-0.36									
		1.23						0									
		0.67						2.66									
		0.67						0.06									
		0						1.22									
		-1.78						1.9									
		-0.9						0.82									
		0						1.18									
		0.67						-1.91									
		0.03						-0.75									
		0						-1.65									
		1.62						0.62									
		0.19						0									
		0.67						0.67									
		1.4						1.63									
		-0.77						1.32									
		0						2.13									
		0						-1.02									
		1.69						1.26									
		-0.23						2.33									
		2.19						3.88									
		0						1.55									
		-1.25						1.17									
		-3.16						2.17									
		-2.06						0.21									
		-1.48						1.29									
		0						-0.48									
		2.21						0									
		1.4						-1.74									
		1.66						-0.22									
		0.67						-1.07									
		0						-0.06									
		-1.08						0.67									
		0.9						-1.22									
		0.48						0.62									
		0						-1.29									
		-1.4						0									
		-0.09						-0.75									
		4.14						-0.06									
		1.69						0.63									
		0						2.98									
		-1.2						1.25									
		0						1.73									
		-1.25						-1.74									
		0						2.01									
		0						0.2									
		0						1.26									
		0						0									
		1.82						1.62									
		-2.16						1.62									
		-4.11						-2.67									
		0.67						-0.52									
		3.24						0.38									
		0						0.62									
		0.67						0.77									
		0.67						-0.21									
		2.12						4.22									
		1.95						0.57									
		0						0									
		2.81						0									
		2.91						1.68									
		0						2.57									
		-0.88						0									
		-1.25						0									
		-0.29						1.25									
		0.67						-0.06									
		1.69						1.73									
		0.67						1.81									
		-2.11						1.25									
		0						-1.74									
		0						0									
		1.05						0.99									
		0						-1.9									
		0						-0.06									
		2.29						0									
		0						-1.16									
		0.69						-0.06									
		1.55						2.65									
		1.65						-0.36									
		1.44						0.62									
		-1.19						1.32									
		0						-0.06									
		-1.25						-0.06									
		1.51						-0.06									
		2.09						2.17									
		-2.17						1.25									
		0						0									
		0.67						-1.91									
		0						0									
		1.87						3.82									
		-1.25						0.78									
		0.67						0.79									
		2.9						0.29									
		0.67						-0.19									
		-0.76						0.6									
		0						0.36									
		-0.29						0.29									
		-1.18						-1.02									
		-1.24						-1.02									
		0						-1.9									
		0						0.67									
		0.67						0									
		0						0.62									
		0.67						1.74									
		0						2.33									
		0						2.06									
		0						-0.23									
		0						0									
		0						0.34									
		-1.35						-0.06									
		0.71						-0.61									
		0.97						0									
		0.67						-2.79									
		-1.78						-3.63									
		1.1						-0.99									
		1.69						0.67									
		1.55						-1.74									
		0.17						1.15									
		0						-0.47									
		0						0.37									
		1.66						-0.06									
		0.67						0									
		-1.25						-1.69									
		0						4									
		0						0									
		0						0									
		1.29						1.64									
		2.55						-1.74									
		2.18						0.78									
		0						0.48									
		4.01						-0.06									
		-3.48						1.24									
		-0.29						0									
		0.68						-0.06									
		-2.17						-0.06									
		1.4						-4.21									
		-1.09						2.35									
		0						3.35									
		0.67						-2.54									
		-0.9						2.68									
		0.7						2.36									
		2.78						-1.74									
		0.67						1.32									
		-0.41						1.26									
		-0.47						0									
		0						0									
		0						1.79									
		3.17						1.09									
		1.52						2.55									
		-1.25						-0.06									
		4.51						2.86									
		1.53						0									
		3.96						1.11									
		0						0.72									
		-2.14						1.92									
		0.67						3.08									
		0.67						-0.06									
		0.67						0.78									
		1.43						-1.3									
		0.67						-1.79									
		0						0.18									
		-2.1						1.97									
		0						0.62									
		-4.16						-2.67									
		0						-0.57									
		-1.97						1.1									
		1.62						0									
		0						0.67									
		-0.02						-0.03									
		2.78						0									
		2.65						-1.74									
		0						2.97									
		-1.18						-1.02									
		-2.16						0.19									
		-2.16						1.06									
		0.7						0									
		-1.25						1.46									
		-2.33						0.67									
		1.4						0.81									
		0						0.86									
		-1.25						2.24									
		1.66						-1.95									
		0.67						0.77									
		0						-4.26									
		-1.25						-0.59									
		2.42						0									
		1.5						0.04									
		0						-0.06									
		1.56						4.28									
		-2.13						1.74									
		0.67						-0.47									
		2.62						-0.42									
		0						0.77									
		1.41						0									
		-1.89						-2.68									
		0						0.61									
		-1.25						-0.29									
		1.44						-0.19									
		-2.1						0.72									
		0						0.67									
		0.97						2.78									
		-1.25						1.29									
		1.83						-0.09									
		1.62						0									
		0						-1.86									
		1.4						0.6									
		0						1.48									
		0						1.48									
		-2.17						-0.29									
		-0.29						0.07									
		0						0.6									
		-2.17						0.77									
		1.2						0.62									
		0						0.62									
		0						-0.03									
		0						3.22									
		1.62						0.66									
		0.57						2.28									
		0.23						0									
		0						0.6									
		0.19						-1.95									
		-0.37						0.96									
		-0.37						-0.06									
		1.69						0									
		2.65						1.97									
		0						2.73									
		-0.26						2.22									
		0.8						-0.06									
		0.1						0.62									
		0						1.31									
		3.24						-0.06									
		0.67						-0.06									
		0						-1.84									
		0.67						0.62									
		0						1.69									
		0						0									
		-0.31						-0.43									
		-1.25						1.13									
		-1.25						1.37									
		0						0									
		0.67						-2.68									
		1.52						0.56									
		0.67						2.21									
		0.59						-0.19									
		-3.14						0									
		0.67						1.32									
		-1.14						1.58									
		0.39						0.62									
		0						0.77									
		0						0									
		0						0									
		2.15						-0.61									
								1.46									
								-2.79									
								0									
								0.61									
								-0.34									
								2.02									
								-1.74									
								-0.06									
								2.47									
								0.87									
								0.67									
								2.09									
								-1.41									
								1.03									
								0.91									
								-1.74									
								0.77									
								0									
								-0.4									
								-0.04									
								-1.02									
								-0.12									
								-0.45									
								1.62									
								-2.68									
								0.5									
								3.01									
								-0.06									
								-1.02									
								3.02									
								0.23									
								0.91									
								1.17									
								0.7									
								1.47									
								-0.56									
								-0.2									
								-0.06									
								0									
								0.12									
								-0.06									
								-0.06									
								0.62									
								-0.06									
								2.83									
								-1.36									
								2.63									
								4.75									
								-1.02									
								0.78									
								-2.68									
								-0.06									
								0									
								0									
								-0.39									
								0									
								2									
								-0.23									
								-0.06									
								1.79									
								1.5									
								2.74									
								0									
								1.49									
								-0.06									
								0									
								1.99									
								0									
								-0.74									
								4.15									
								0.72									
								-1.02									
								-0.44									
								-0.76									
								0.62									
								2.14									
								0.53									
								-1.74									
								-0.06									
								0									
								1.56									
								2.26									
								-1.92									
								1									
								1.29									
								0									
								-1.01									
								0.61									
								0.61									
								0.67									
								-1.6									
								-1.86									
								-0.3									
								0.03									
								0.77									
								-2.38									
								1.06									
								0.16									
								-0.36									
								0									
								-1.06									
								0.77									
								0.77									
								0.38									
								-1.85									
								0									
								1.06									
								0.62									
								0.62									
								-0.89									
								0.78									
								-3.98									
								3.29									
								1.56									
								-0.49									
								-2.68									
								-1.09									
								1.68									
								1.68									
								0.56									
								0.77									
								1.26									
								1.68									
								1.06									
								0.62									
								0									
								3.15									
								-0.06									
								0.77									
								1.18									
								-3.65									
								0.77									
								1.92									
								0.87									
								-2.57									
								-0.06									
								-0.6									
								0									
								3.18									
								0.26									
								-1.74									
								0									
								-0.06									
								2.31									
								2.47									
								0.61									
								2.35									
								0									
								-2.57									
								4.46									
								3.01									
								0.29									
								-1.02									
								1.06									
								1.3									
								4.45									
								-0.48									
								1.13									
								-1.02									
								-1.02									
								1.26									
								-0.06									
								-0.06									
								2.01									
								0.76									
								2.06									
								-1.27									
								0.77									
								-1.22									
								-1.02									
								0									
								1.45									
								-0.71									
								2.24									
								0									
								-0.06									
								0.66									
								-0.06									
								0									
								0									
								-1.74									
								-1.74									
								2.57									
								-2.13									
								1.75									
								-2.68									
								4.18									
								4.18									
								-1.51									
								-0.06									
								-2.67									
								-1.74									
								0.6									
								-1.95									
								-0.06									
								0.6									
								2.64									
								2.18									
								0.62									
								-1.95									
								0									
								1.57									
								0.67									
								1.63									
								0									
								2.29									
								0									
								4.14									
								1.32									
								0.95									
								2.84									
								-1.13									
								-3.67									
								-2.67									
